Source,Target,Year
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Arizona State University,Northern Arizona University,2008
Arizona State University,University Of Arizona,2008
Northern Arizona University,University Of Arizona,2008
Assumption College,Rensselaer Polytechnic Institute,2008
Auburn University,University Of Alabama System,2008
Auburn University,University Of South Alabama,2008
University Of Alabama System,University Of South Alabama,2008
Austin Peay State University,East Tennessee State University,2008
Austin Peay State University,Middle Tennessee State University,2008
Austin Peay State University,Tennessee State University,2008
Austin Peay State University,Tennessee Technological University,2008
Austin Peay State University,University Of Memphis,2008
East Tennessee State University,Middle Tennessee State University,2008
East Tennessee State University,Tennessee State University,2008
East Tennessee State University,Tennessee Technological University,2008
East Tennessee State University,University Of Memphis,2008
Middle Tennessee State University,Tennessee State University,2008
Middle Tennessee State University,Tennessee Technological University,2008
Middle Tennessee State University,University Of Memphis,2008
Tennessee State University,Tennessee Technological University,2008
Tennessee State University,University Of Memphis,2008
Tennessee Technological University,University Of Memphis,2008
Austin Peay State University,East Tennessee State University,2008
Austin Peay State University,Tennessee State University,2008
Austin Peay State University,Tennessee Technological University,2008
Austin Peay State University,University Of Memphis,2008
Austin Peay State University,University Of Tennessee System,2008
East Tennessee State University,Tennessee State University,2008
East Tennessee State University,Tennessee Technological University,2008
East Tennessee State University,University Of Memphis,2008
East Tennessee State University,University Of Tennessee System,2008
Tennessee State University,Tennessee Technological University,2008
Tennessee State University,University Of Memphis,2008
Tennessee State University,University Of Tennessee System,2008
Tennessee Technological University,University Of Memphis,2008
Tennessee Technological University,University Of Tennessee System,2008
University Of Memphis,University Of Tennessee System,2008
Austin Peay State University,East Tennessee State University,2008
Austin Peay State University,Middle Tennessee State University,2008
Austin Peay State University,Tennessee State University,2008
Austin Peay State University,Tennessee Technological University,2008
Austin Peay State University,University Of Memphis,2008
East Tennessee State University,Middle Tennessee State University,2008
East Tennessee State University,Tennessee State University,2008
East Tennessee State University,Tennessee Technological University,2008
East Tennessee State University,University Of Memphis,2008
Middle Tennessee State University,Tennessee State University,2008
Middle Tennessee State University,Tennessee Technological University,2008
Middle Tennessee State University,University Of Memphis,2008
Tennessee State University,Tennessee Technological University,2008
Tennessee State University,University Of Memphis,2008
Tennessee Technological University,University Of Memphis,2008
Austin Peay State University,East Tennessee State University,2008
Austin Peay State University,Middle Tennessee State University,2008
Austin Peay State University,Tennessee State University,2008
Austin Peay State University,Tennessee Technological University,2008
Austin Peay State University,University Of Memphis,2008
East Tennessee State University,Middle Tennessee State University,2008
East Tennessee State University,Tennessee State University,2008
East Tennessee State University,Tennessee Technological University,2008
East Tennessee State University,University Of Memphis,2008
Middle Tennessee State University,Tennessee State University,2008
